Id,Section,Page,ItemType,Question,Option,Characteristic,Required,EnableWhen,HasHelper,HelperType,HelperName,HelperValue,
PpVV2WxCyOwoPv77G2My,My Lungs,Asthma Medication,radio,Enter your normal reading from the meter:,600 l/min,patient_has_condition-asthma-peak_flow_600lmin,TRUE,(patient_has_condition-asthma-peak_flow=true) AND(patient_has_condition-asthma=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
zAHrNBgxUNfLPcExdkyD,My Lungs,COPD,radio,Do you have chronic obstructive pulmonary disease (COPD) or emphysema?,No,patient_has_no_condition-copd_or_emphysema,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,COPD,https://api-bridge.azurewebsites.net/conditions/index.php?p=chronic-obstructive-pulmonary-disease-copd&index=1,
zAHrNBgxUNfLPcExdkyD,My Lungs,COPD,radio,Do you have chronic obstructive pulmonary disease (COPD) or emphysema?,Yes,patient_has_condition-copd_or_emphysema,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,COPD,https://api-bridge.azurewebsites.net/conditions/index.php?p=chronic-obstructive-pulmonary-disease-copd&index=1,
MslJe5RozjPo9cItLe1X,My Lungs,COPD,radio,Have you been in hospital with your chest disease in the last 2 years?,No,patient_has_condition-chest_disease-not_hospitalised_in_last_2_years,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
MslJe5RozjPo9cItLe1X,My Lungs,COPD,radio,Have you been in hospital with your chest disease in the last 2 years?,Yes,patient_has_condition-chest_disease-hospitalised_in_last_2_years,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
izdEN4pHQPaSl5vDCxgA,My Lungs,COPD,radio,How bad do you think your chest is?,Mild,patient_has_condition-copd_or_emphysema-mild,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
izdEN4pHQPaSl5vDCxgA,My Lungs,COPD,radio,How bad do you think your chest is?,Moderate,patient_has_condition-copd_or_emphysema-moderate,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
izdEN4pHQPaSl5vDCxgA,My Lungs,COPD,radio,How bad do you think your chest is?,Severe,patient_has_condition-copd_or_emphysema-severe,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
FqA03l6nFZQlJ9BgrEPH,My Lungs,COPD,radio,How is your breathing at the moment?,As good as it ever is,patient_has_condition-copd_or_emphysema-as_good_as_ever,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
FqA03l6nFZQlJ9BgrEPH,My Lungs,COPD,radio,How is your breathing at the moment?,About normal for me,patient_has_condition-copd_or_emphysema-about_normal,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
FqA03l6nFZQlJ9BgrEPH,My Lungs,COPD,radio,How is your breathing at the moment?,Not as good as it can be,patient_has_condition-copd_or_emphysema-not_as_good_as_it_can_be,TRUE,(patient_has_condition-copd_or_emphysema=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
PXlgXJ0AXWw9wHVavGWL,My Lungs,COPD,radio,How does your COPD or emphysema impact your life?,Does not have much impact,patient_has_condition-copd-does_not_prevent_much,TRUE,(patient_has_condition-copd_or_emphysema=true) OR(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
PXlgXJ0AXWw9wHVavGWL,My Lungs,COPD,radio,How does your COPD or emphysema impact your life?,Able to exercise less,patient_has_condition-copd-able_to_exercise_less,TRUE,(patient_has_condition-copd_or_emphysema=true) OR(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
PXlgXJ0AXWw9wHVavGWL,My Lungs,COPD,radio,How does your COPD or emphysema impact your life?,Exercise limited to walking,patient_has_condition-copd-walking_only,TRUE,(patient_has_condition-copd_or_emphysema=true) OR(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
PXlgXJ0AXWw9wHVavGWL,My Lungs,COPD,radio,How does your COPD or emphysema impact your life?,It significantly impairs my life,patient_has_condition-copd-significantly_impairs,TRUE,(patient_has_condition-copd_or_emphysema=true) OR(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
rRck58xw3etsRYmzh8JJ,My Lungs,Coughing,radio,Do you have a coughing problem?,No,patient_has_no_problem-cough,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Coughing problem,https://api-bridge.azurewebsites.net/conditions/index.php?p=cough&index=1,
rRck58xw3etsRYmzh8JJ,My Lungs,Coughing,radio,Do you have a coughing problem?,Yes,patient_has_problem-cough,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Coughing problem,https://api-bridge.azurewebsites.net/conditions/index.php?p=cough&index=1,
NkAOuMwfNpBjXdlFcRFF,My Lungs,Coughing,radio,Do you regularly bring up any sputum (phlegm) from your chest when you cough?,No,patient_has_problem-cough-no_sputum,TRUE,(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
NkAOuMwfNpBjXdlFcRFF,My Lungs,Coughing,radio,Do you regularly bring up any sputum (phlegm) from your chest when you cough?,Yes,patient_has_problem-cough-sputum,TRUE,(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
YIAvVXbtVyPuEmmT9vOy,My Lungs,Coughing,radio,How much sputum do you cough up?,Small amount regularly (a teaspoon full),patient_has_problem-cough-sputum_small_amounts,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
YIAvVXbtVyPuEmmT9vOy,My Lungs,Coughing,radio,How much sputum do you cough up?,Moderate amounts regularly (a tablespoon full),patient_has_problem-cough-sputum_moderate_amounts,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
YIAvVXbtVyPuEmmT9vOy,My Lungs,Coughing,radio,How much sputum do you cough up?,I regularly cough up large amount (an egg cup full),patient_has_problem-cough-sputum_large_amounts,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
j313assZOvajlCwlLLoT,My Lungs,Coughing,radio,Most of the time what colour is the sputum?,Clear,patient_has_problem-cough-sputum_clear,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
j313assZOvajlCwlLLoT,My Lungs,Coughing,radio,Most of the time what colour is the sputum?,Yellow,patient_has_problem-cough-sputum_yellow,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
j313assZOvajlCwlLLoT,My Lungs,Coughing,radio,Most of the time what colour is the sputum?,Green,patient_has_problem-cough-sputum_green,TRUE,(patient_has_problem-cough-sputum=true) AND(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
WuORbrwlpUMDDN9eJMHK,My Lungs,Bronchiectasis,radio,Have you been diagnosed with a condition called bronchiectasis?,No,patient_does_not_have_bronchiectasis,TRUE,(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Bronchiectasis,https://api-bridge.azurewebsites.net/conditions/index.php?p=bronchiectasis&index=1,
WuORbrwlpUMDDN9eJMHK,My Lungs,Bronchiectasis,radio,Have you been diagnosed with a condition called bronchiectasis?,Yes,patient_has_condition-bronchiectasis,TRUE,(patient_has_problem-cough=true) AND(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Bronchiectasis,https://api-bridge.azurewebsites.net/conditions/index.php?p=bronchiectasis&index=1,
LfYK6B5zp8B0DI3PHjOK,My Lungs,Sleep Apnoea,radio,Do you have sleep apnoea which is severe snoring problems at night?,No,patient_has_no_condition-sleep_apnoea,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Sleep apnoea,https://api-bridge.azurewebsites.net/conditions/index.php?p=sleep-apnoea&index=1,
LfYK6B5zp8B0DI3PHjOK,My Lungs,Sleep Apnoea,radio,Do you have sleep apnoea which is severe snoring problems at night?,Yes,patient_has_condition-sleep_apnoea,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Sleep apnoea,https://api-bridge.azurewebsites.net/conditions/index.php?p=sleep-apnoea&index=1,
l15l7dX8q0SGCJC1ti4i,My Lungs,Sleep Apnoea,radio,Has anyone observed you stop breathing during your sleep?,No,patient_has_no_problem-stops_breathing_during_sleep,TRUE,,FALSE,,,,
l15l7dX8q0SGCJC1ti4i,My Lungs,Sleep Apnoea,radio,Has anyone observed you stop breathing during your sleep?,Yes,patient_has_problem-stops_breathing_during_sleep,TRUE,,FALSE,,,,
DjJyCmGNWZOY1ZemPZjC,My Lungs,Sleep Apnoea,radio,Do you snore loudly?,No,patient_has_no_problem-snoring,TRUE,,FALSE,,,,
DjJyCmGNWZOY1ZemPZjC,My Lungs,Sleep Apnoea,radio,Do you snore loudly?,Yes,patient_has_problem-snoring,TRUE,,FALSE,,,,
n1nql6z0pCz8iovAHCjq,My Lungs,Sleep Apnoea,radio,Do you often feel tired  fatigued  or sleepy during the daytime?,No,patient_has_no_problem-tired_fatigued_sleepy_during_day,TRUE,,FALSE,,,,
n1nql6z0pCz8iovAHCjq,My Lungs,Sleep Apnoea,radio,Do you often feel tired  fatigued  or sleepy during the daytime?,Yes,patient_has_problem-tired_fatigued_sleepy_during_day,TRUE,,FALSE,,,,
aK0t0dJOakuTMe6bexSD,My Lungs,Sleep Apnoea,radio,Is your neck circumference greater than 16 inches?,No,patient_has_no_problem-neck_circumference_smaller_than_16_inches,FALSE,,FALSE,,,,
aK0t0dJOakuTMe6bexSD,My Lungs,Sleep Apnoea,radio,Is your neck circumference greater than 16 inches?,Yes,patient_has_problem-neck_circumference_great_than_16_inches,FALSE,,FALSE,,,,
2hATwYjzGKZNTDjPc64q,My Lungs,Sleep Apnoea,radio,Do you use a breathing machine at night to help with your sleep apnoea?,No,patient_has_condition-sleep_apnoea-no_cpap_machine,TRUE,(patient_has_condition-sleep_apnoea=true),TRUE,webLink,Sleep apnoea treatment,https://api-bridge.azurewebsites.net/conditions/index.php?p=sleep-apnoea&index=1,
2hATwYjzGKZNTDjPc64q,My Lungs,Sleep Apnoea,radio,Do you use a breathing machine at night to help with your sleep apnoea?,Yes,patient_has_condition-sleep_apnoea-cpap_machine,TRUE,(patient_has_condition-sleep_apnoea=true),TRUE,webLink,Sleep apnoea treatment,https://api-bridge.azurewebsites.net/conditions/index.php?p=sleep-apnoea&index=1,
p3BBq22LNZRnffd7fDRV,My Lungs,TB,radio,Have you ever had tuberculosis which is also known as TB?,No,patient_has_no_history-tuberculosis,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,TB,https://api-bridge.azurewebsites.net/conditions/index.php?p=tuberculosis-tb&index=1,
p3BBq22LNZRnffd7fDRV,My Lungs,TB,radio,Have you ever had tuberculosis which is also known as TB?,Yes,patient_has_history-tuberculosis,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,TB,https://api-bridge.azurewebsites.net/conditions/index.php?p=tuberculosis-tb&index=1,
oJPUDbjeWqdWPYix3i9U,My Lungs,TB,radio,When did you have TB?,Less than 5 years ago,patient_has_history-tb-less_than_5_years_ago,TRUE,(patient_has_history-tuberculosis=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
oJPUDbjeWqdWPYix3i9U,My Lungs,TB,radio,When did you have TB?,More than 5 years ago,patient_has_history-tb-more_than_5_years_ago,TRUE,(patient_has_history-tuberculosis=true) AND(patient_has_problem-lungs_or_breathing=true),FALSE,,,,
5y7xoBtaxOLX0oeTT6XA,My Lungs,TB,radio,Have you had a lung transplant?,No,patient_has_no_history-lung_transplant,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Lung transplant,https://api-bridge.azurewebsites.net/conditions/index.php?p=lung-transplant&index=1,
5y7xoBtaxOLX0oeTT6XA,My Lungs,TB,radio,Have you had a lung transplant?,Yes,patient_has_history-lung_transplant,TRUE,(patient_has_problem-lungs_or_breathing=true),TRUE,webLink,Lung transplant,https://api-bridge.azurewebsites.net/conditions/index.php?p=lung-transplant&index=1,
s6ciXCu8W3VGLkgRde8q,My Lungs,Medication,radio,Are you on any medication for your lungs?,No,patient_is_taking_no_medications-lungs,TRUE,,TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
s6ciXCu8W3VGLkgRde8q,My Lungs,Medication,radio,Are you on any medication for your lungs?,Yes,patient_take_medication-lungs,TRUE,,TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
WF9mNHNd17FGW77GIiKQ,My Lungs,Medication,medication-list,,,medication_list,FALSE,(patient_take_medication-lungs=true),TRUE,webLink,Adding medications,https://support.ultramed.co/entering-medication/,
3HF1e27ldr49h6YqFiJM,My Lungs,Medication,text-paragraph,,,,FALSE,,FALSE,,,,
kT13ZhMyDHI0XdCq2btl,My Lungs,Additional Information,radio,Do you want to add anything else and/or ask any questions related to this section?,No,patient_has_additional_info-my_lungs-no,FALSE,,FALSE,,,,
kT13ZhMyDHI0XdCq2btl,My Lungs,Additional Information,radio,Do you want to add anything else and/or ask any questions related to this section?,Yes,patient_has_additional_info-my_lungs-yes,FALSE,,FALSE,,,,
7vIWisLpJQ7tiWC9ZVOb,My Lungs,Additional Information,text-area,Add any other information and/or ask questions below:,,patient_has_additional_info-my_lungs,FALSE,(patient_has_additional_info-my_lungs-yes=true),FALSE,,,,
HFPI9nNtLQ6O2bwyfBwx,My Lungs,Additional Information,text-paragraph,,,,FALSE,,FALSE,,,,
kStJgJtmXQp8rKgNRUB2,My Kidneys,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
HW3htY3tCXJxpjj321S9,My Kidneys,Introduction,radio,Have you ever had any kidney problems?,No,patient_has_no_problem-kidney,TRUE,,FALSE,,,,
HW3htY3tCXJxpjj321S9,My Kidneys,Introduction,radio,Have you ever had any kidney problems?,Yes,patient_has_problem-kidney,TRUE,,FALSE,,,,
HW3htY3tCXJxpjj321S9,My Kidneys,Introduction,radio,Have you ever had any kidney problems?,Yes,patient_has_mrsa_risk,TRUE,,FALSE,,,,
HW3htY3tCXJxpjj321S9,My Kidneys,Introduction,radio,Have you ever had any kidney problems?,Yes,patient_has_risk_cpe,TRUE,,FALSE,,,,
TVUAv3gjfcCnan4nl4Sq,My Kidneys,Introduction,radio,Are you currently under the care of a kidney or urology specialist?,No,patient_has_no_care-specialist_urologist,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
TVUAv3gjfcCnan4nl4Sq,My Kidneys,Introduction,radio,Are you currently under the care of a kidney or urology specialist?,Yes,patient_has_care-specialist_urologist,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
WxP257fTbl41gYuRosUq,My Kidneys,Introduction,radio,When were you last seen by the specialist?,Less than 6 months ago,patient_has_care-specialist_urologist-last_seen_less_than_6_months_ago,TRUE,(patient_has_care-specialist_urologist=true) AND(patient_has_problem-kidney=true),FALSE,,,,
WxP257fTbl41gYuRosUq,My Kidneys,Introduction,radio,When were you last seen by the specialist?,Within the last year,patient_has_care-specialist_urologist-last_seen_within_last_year,TRUE,(patient_has_care-specialist_urologist=true) AND(patient_has_problem-kidney=true),FALSE,,,,
WxP257fTbl41gYuRosUq,My Kidneys,Introduction,radio,When were you last seen by the specialist?,More than a year ago,patient_has_care-specialist_urologist-last_seen_more_than_1_year_ago,TRUE,(patient_has_care-specialist_urologist=true) AND(patient_has_problem-kidney=true),FALSE,,,,
gQqUNG0xe7TbnSGe1fVH,My Kidneys,Kidney transplant,radio,Is your child awaiting a kidney transplant?,No,patient_has_condition-not_awaiting_kidney_transplant,TRUE,(patient_has_condition-kidney_failure=true),FALSE,,,,
gQqUNG0xe7TbnSGe1fVH,My Kidneys,Kidney transplant,radio,Is your child awaiting a kidney transplant?,Yes,patient_has_condition-awaiting_kidney_transplant,TRUE,(patient_has_condition-kidney_failure=true),FALSE,,,,
IvJwav7TCLnC7EhZZ6rR,My Kidneys,Kidney transplant,radio,Does your child have kidney stones?,No,patient_has_no_problem-kidney_stones,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
IvJwav7TCLnC7EhZZ6rR,My Kidneys,Kidney transplant,radio,Does your child have kidney stones?,Yes,patient_has_problem-kidney_stones,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
oMLSKuuUcplOypzXJeSl,My Kidneys,Kidney transplant,radio,Does your child have a kidney infection?,No,patient_has_no_problem-kidney_infection,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
oMLSKuuUcplOypzXJeSl,My Kidneys,Kidney transplant,radio,Does your child have a kidney infection?,Yes,patient_has_problem-kidney_infection,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
GOuWMpbBUodKKRHcrWDX,My Kidneys,Kidney transplant,radio,Is your child taking antibiotics regularly?,No,patient_takes_no_medicines-kidney_infection,TRUE,(patient_has_problem-kidney_infection=true),FALSE,,,,
GOuWMpbBUodKKRHcrWDX,My Kidneys,Kidney transplant,radio,Is your child taking antibiotics regularly?,Yes,patient_takes_medicines-kidney_infection,TRUE,(patient_has_problem-kidney_infection=true),FALSE,,,,
iTZvoH2hVHoq0Xv8FcOf,My Kidneys,Kidney transplant,medication-list,,,medication_list,FALSE,(patient_takes_medicines-kidney_infection=true),FALSE,,,,
I8bvkkVFiaFvjsApkcQN,My Kidneys,Kidney transplant,radio,Has your child had a kidney transplant?,No,patient_has_no_history-kidney_transplant,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
I8bvkkVFiaFvjsApkcQN,My Kidneys,Kidney transplant,radio,Has your child had a kidney transplant?,Yes,patient_has_history-kidney_transplant,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
O5V1wG203HtLsnWQnndT,My Kidneys,Kidney transplant,radio,Is the transplant working well at the moment?,No,patient_has_history-kidney_transplant-not_working_well,TRUE,(patient_has_history-kidney_transplant=true),FALSE,,,,
O5V1wG203HtLsnWQnndT,My Kidneys,Kidney transplant,radio,Is the transplant working well at the moment?,Yes,patient_has_history-kidney_transplant-working_well,TRUE,(patient_has_history-kidney_transplant=true),FALSE,,,,
rPfcx2RfhHy1JSxe2VAO,My Kidneys,Kidney transplant,radio,Is the operation related to your child's kidney problems,No,patient_believes_op_not_due_to_kidney_problems,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
rPfcx2RfhHy1JSxe2VAO,My Kidneys,Kidney transplant,radio,Is the operation related to your child's kidney problems,Yes,patient_believes_op_due_to_kidney_problems,TRUE,(patient_has_problem-kidney=true),FALSE,,,,
AhopQ8n9XoKWn9HgXqdI,My Kidneys,Kidney transplant,radio,Does your child have any other kidney problems?,No,patient_has_problem-kidney-no_other,FALSE,(patient_has_problem-kidney=true),FALSE,,,,
AhopQ8n9XoKWn9HgXqdI,My Kidneys,Kidney transplant,radio,Does your child have any other kidney problems?,Yes,patient_has_problem-kidney-other,FALSE,(patient_has_problem-kidney=true),FALSE,,,,
C871MTCwJgfxsWo5RUyM,My Kidneys,Kidney transplant,text-field,Can you tell me the type of kidney problem?,,patients_other_kidney_problems,FALSE,(patient_has_problem-kidney-other=true),FALSE,,,,
QO2h0FITo0lXC71BXPWh,My Kidneys,Kidney Issues,text-paragraph,,,,FALSE,,FALSE,,,,
pKxSYGEVtseY1RNZ6Hkm,My Kidneys,Kidney Issues,radio,Do you have kidney failure?,No,patient_has_no_condition-kidney_failure,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-disease&index=1,
pKxSYGEVtseY1RNZ6Hkm,My Kidneys,Kidney Issues,radio,Do you have kidney failure?,Yes,patient_has_condition-kidney_failure,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-disease&index=1,
pKxSYGEVtseY1RNZ6Hkm,My Kidneys,Kidney Issues,radio,Do you have kidney failure?,Yes,patient_has_mrsa_risk,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-disease&index=1,
pKxSYGEVtseY1RNZ6Hkm,My Kidneys,Kidney Issues,radio,Do you have kidney failure?,Yes,patient_has_risk_cpe,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-disease&index=1,
uewK9IqVAf9FQQg8PvUv,My Kidneys,Kidney Issues,radio,Are you currently on dialysis?,No,patient_has_condition-kidney_failure-not_on_dialysis,TRUE,(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Dialysis,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis&index=1,
uewK9IqVAf9FQQg8PvUv,My Kidneys,Kidney Issues,radio,Are you currently on dialysis?,Yes,patient_has_condition-kidney_failure-on_dialysis,TRUE,(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Dialysis,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis&index=1,
uewK9IqVAf9FQQg8PvUv,My Kidneys,Kidney Issues,radio,Are you currently on dialysis?,Yes,patient_has_mrsa_risk,TRUE,(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Dialysis,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis&index=1,
uewK9IqVAf9FQQg8PvUv,My Kidneys,Kidney Issues,radio,Are you currently on dialysis?,Yes,patient_has_risk_cpe,TRUE,(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Dialysis,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis&index=1,
dnbuSYwKeFALg6awte39,My Kidneys,Kidney Issues,radio,Is the operation to form a fistula for dialysis?,No,patient_has_condition-kidney_failure-op_not_to_form_a_fistula,TRUE,(patient_has_condition-kidney_failure-on_dialysis=false) AND(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,How dialysis is performed,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis%2Fwhat-happens&index=1,
dnbuSYwKeFALg6awte39,My Kidneys,Kidney Issues,radio,Is the operation to form a fistula for dialysis?,Yes,patient_has_condition-kidney_failure-op_to_form_a_fistula,TRUE,(patient_has_condition-kidney_failure-on_dialysis=false) AND(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,How dialysis is performed,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis%2Fwhat-happens&index=1,
GjW29nFRXFjbhMnPnNl8,My Kidneys,Kidney Issues,radio,What sort of dialysis are you on?,Haemodialysis,patient_has_condition-kidney_failure-haemodialysis,TRUE,(patient_has_condition-kidney_failure-on_dialysis=true) AND(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,How dialysis is performed,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis%2Fwhat-happens&index=1,
GjW29nFRXFjbhMnPnNl8,My Kidneys,Kidney Issues,radio,What sort of dialysis are you on?,Peritoneal dialysis,patient_has_condition-kidney_failure-peritoneal_dialysis,TRUE,(patient_has_condition-kidney_failure-on_dialysis=true) AND(patient_has_condition-kidney_failure=true) AND(patient_has_problem-kidney=true),TRUE,webLink,How dialysis is performed,https://api-bridge.azurewebsites.net/conditions/index.php?p=dialysis%2Fwhat-happens&index=1,
OhU6Ch27XaXyj5vzhaTU,My Kidneys,Kidney Issues,radio,Are you awaiting a kidney transplant?,No,patient_has_condition-not_awaiting_kidney_transplant,TRUE,(patient_has_condition-kidney_failure-on_dialysis=true) AND(patient_has_problem-kidney=true),FALSE,,,,
OhU6Ch27XaXyj5vzhaTU,My Kidneys,Kidney Issues,radio,Are you awaiting a kidney transplant?,Yes,patient_has_condition-awaiting_kidney_transplant,TRUE,(patient_has_condition-kidney_failure-on_dialysis=true) AND(patient_has_problem-kidney=true),FALSE,,,,
udXwZ4Z2IHEEu1afE5nT,My Kidneys,Kidney Issues,radio,Do you have kidney stones?,No,patient_has_no_problem-kidney_stones,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney stones,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-stones&index=1,
udXwZ4Z2IHEEu1afE5nT,My Kidneys,Kidney Issues,radio,Do you have kidney stones?,Yes,patient_has_problem-kidney_stones,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney stones,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-stones&index=1,
JIwpJzs3tuyuHD8nldv3,My Kidneys,Kidney Issues,radio,Is the operation that is being planned related to your stones?,No,patient_believes_op_not_due_to_kidney_stones,TRUE,(patient_has_problem-kidney_stones=true) AND(patient_has_problem-kidney=true),FALSE,,,,
JIwpJzs3tuyuHD8nldv3,My Kidneys,Kidney Issues,radio,Is the operation that is being planned related to your stones?,Yes,patient_believes_op_due_to_kidney_stones,TRUE,(patient_has_problem-kidney_stones=true) AND(patient_has_problem-kidney=true),FALSE,,,,
eIpTiPpuUJ7iJuw2LiAI,My Kidneys,Kidney Issues,radio,Do you have a kidney infection?,No,patient_has_no_problem-kidney_infection,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney infection,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-infection&index=1,
eIpTiPpuUJ7iJuw2LiAI,My Kidneys,Kidney Issues,radio,Do you have a kidney infection?,Yes,patient_has_problem-kidney_infection,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney infection,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-infection&index=1,
Mod6xcGLtNo59BXEZEZP,My Kidneys,Kidney Issues,radio,Are you taking antibiotics regularly?,No,patient_takes_no_medicines-kidney_infection,TRUE,(patient_has_problem-kidney_infection=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
Mod6xcGLtNo59BXEZEZP,My Kidneys,Kidney Issues,radio,Are you taking antibiotics regularly?,Yes,patient_takes_medicines-kidney_infection,TRUE,(patient_has_problem-kidney_infection=true) AND(patient_has_problem-kidney=true),TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
29jy9IpKdquIGkTCW57f,My Kidneys,Kidney Issues,medication-list,,,medication_list,FALSE,(patient_takes_medicines-kidney_infection=true) AND(patient_has_problem-kidney=true),FALSE,,,,
5aE8hD59i4awJTBgJdA7,My Kidneys,Kidney Issues,text-paragraph,,,,FALSE,,FALSE,,,,
sgdUs5nU9FT7lI9pfE7Y,My Kidneys,Kidney Issues,radio,Do you have kidney cancer?,No,patient_has_no_cancer-kidney,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney cancer,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-cancer&index=1,
sgdUs5nU9FT7lI9pfE7Y,My Kidneys,Kidney Issues,radio,Do you have kidney cancer?,Yes,patient_has_cancer-kidney,TRUE,(patient_has_problem-kidney=true),TRUE,webLink,Kidney cancer,https://api-bridge.azurewebsites.net/conditions/index.php?p=kidney-cancer&index=1,
W50NgatIiy96qapPOCKL,My Kidneys,Kidney Issues,radio,Is the planned operation to remove the kidney cancer?,No,patient_believes_op_not_due_to_kidney_cancer,TRUE,(patient_has_cancer-kidney=true) AND(patient_has_problem-kidney=true),FALSE,,,,
